object_id,object_system,object_code
AMI:SA:place_SAGE,source,place_SAGE
AMI:SA:place_SAIN,source,place_SAIN
AMI:SA:place_SANT,source,place_SANT
AMI:SA:place_SAVE,source,place_SAVE
AMI:SA:place_SJUS,source,place_SJUS
AMI:SA:place_SOBO,source,place_SOBO
AMI:SA:place_SQLA,source,place_SQLA
AMI:SA:place_STAD,source,place_STAD
AMI:SA:place_STAN,source,place_STAN
AMI:SA:place_STEN,source,place_STEN
AMI:SA:place_STJ,source,place_STJ
AMI:SA:place_STQU,source,place_STQU
AMI:SA:place_TERA,source,place_TERA
AMI:SA:place_TERR,source,place_TERR
AMI:SA:place_THDE,source,place_THDE
AMI:SA:place_TINT,source,place_TINT
AMI:SA:place_TITI,source,place_TITI
AMI:SA:place_UCAP,source,place_UCAP
AMI:SA:place_UPJV,source,place_UPJV
AMI:SA:place_VALE,source,place_VALE
AMI:SA:place_VAUB,source,place_VAUB
AMI:SA:place_VENT,source,place_VENT
AMI:SA:place_VHUG,source,place_VHUG
AMI:SA:place_VIGN,source,place_VIGN
AMI:SA:place_VOLT,source,place_VOLT
AMI:SA:place_VOYE,source,place_VOYE
AMI:SA:place_WABC,source,place_WABC
AMI:SA:place_WAID,source,place_WAID
AMI:SA:place_WALF,source,place_WALF
AMI:SA:place_WASS,source,place_WASS
AMI:SA:place_WATT,source,place_WATT
AMI:SA:place_ZACA,source,place_ZACA
AMI:SA:place_ZACH,source,place_ZACH
AMI:SA:place_ZIND,source,place_ZIND
AMI:SA:CAMUS1,secondary_id,AMI:SA:CAMUS2
AMI:SA:ESNOY,secondary_id,AMI:SA:ESNOYR
AMI:SA:FDOUL1,secondary_id,AMI:SA:FDOUL2
AMI:SA:GTTPA,secondary_id,AMI:SA:GTTPAR
AMI:SA:GTTPA,secondary_id,AMI:SA:place_GRAT
AMI:SA:HEBEC,secondary_id,AMI:SA:HEBECR
AMI:SA:RUMIG,secondary_id,AMI:SA:RUMIGR
AMI:SA:RUMIG,secondary_id,AMI:SA:place_RUMI
